ConsCode,Ticker,Price,IndexShares,Weight%
C176487,2176,15.35,119442791,0.004295
C176490,300182,6.99,183327620,0.003002
C176491,961,2.02,267859123,0.001268
C176492,661,169.75,28330420,0.011266
C176494,2127,4.96,171840928,0.001997
C176495,39,7.53,161187774,0.002843
C176497,27,6.09,319458733,0.004558
C176500,300274,99.46,103965119,0.024224
C176501,300014,67.12,142923149,0.022473
C176504,2506,3.13,409522150,0.003003
C176505,997,17.29,72244406,0.002926
C176507,960,14.56,115206137,0.00393
C176508,300315,4.54,193023893,0.002053
C176510,2019,14.99,86387425,0.003034
C176512,596,290.5,28602000,0.019465
C176514,300383,14.18,125831499,0.00418
C176515,2608,6.35,84974281,0.001264
C176516,878,12.81,140253982,0.004209
C176517,300133,7.74,133075159,0.002413
C176518,9,11.46,180544978,0.004847
C176519,300146,23.01,119021613,0.006416
C176520,581,20.24,58539570,0.002776
C176521,2223,31.02,70173385,0.005099
C176522,937,6.92,217966837,0.003533
C176523,488,5.26,122466238,0.001509
C176524,2152,12.97,173836803,0.005282
C176526,2424,8.34,88800000,0.001735
C176527,2078,12.48,177287075,0.005183
C176528,2080,24.34,117468651,0.006698
C176532,2268,42.24,59240622,0.005862
C176533,2038,9.13,71914500,0.001538
C176534,2292,7.08,103508979,0.001717
C176535,2221,9.38,110328944,0.002424
C176536,2056,20.32,113869845,0.00542
C176539,59,7.62,111960978,0.001999
C176541,2049,123.24,59472095,0.01717
C176542,800,8.19,160295708,0.003075
C176543,591,6.81,273645921,0.004366
C176544,2183,5.75,181790636,0.002449
C176545,729,13.82,197297754,0.006388
C176546,2709,41.11,134732211,0.012975
C176547,690,6.17,152312150,0.002202
C176549,2434,9.2,91882000,0.00198
C176551,158,8.96,111903170,0.002349
C176552,400,22.14,70582912,0.003661
C176553,513,37.66,43750854,0.00386
C176554,88,5.06,157441322,0.001866
C176555,300001,17.48,72849750,0.002983
C176556,89,7.49,143553866,0.002519
C176557,2273,14.02,97344255,0.003197
C176558,2407,32.09,53626131,0.004031
C176560,2299,24.66,87078138,0.00503
C176561,2131,2.32,472836294,0.00257
C176563,300058,9.18,174372648,0.00375
C176564,300257,17.44,69554451,0.002842
C176565,62,14.05,67984106,0.002238
C176568,300376,7.75,145055999,0.002634
C176571,2701,5.08,180128231,0.002144
C176572,2032,53.15,32731261,0.004075
C176574,300207,19.85,130362334,0.006062
C176575,685,7.14,103257795,0.001727
C176579,2110,4.91,171610337,0.001974
C176581,78,3.35,192558328,0.001511
C176582,2595,29.45,56000000,0.003863
C176583,2004,5.65,138594343,0.001834
C176584,2180,45.31,98765615,0.010483
C176588,758,5.38,137856490,0.001737
C176589,300002,12.04,137276439,0.003872
C176590,563,3.25,357977925,0.002725
C176591,61,6.16,118787489,0.001714
C176592,300168,15.6,101023439,0.003692
C176593,300166,14.33,80666701,0.002708
C176596,300294,36.74,35297412,0.003038
C176597,2444,18.94,82431512,0.003657
C176598,2030,16.14,98241222,0.003715
C176599,988,31.77,70385189,0.005238
C176600,2203,11.56,105400001,0.002854
C176601,2797,6.05,294168000,0.004169
C176604,2242,16.11,53691190,0.002026
C176605,2440,7.69,80535000,0.001451
C176606,2120,11.95,91507389,0.002562
C176607,2429,4.82,316885842,0.003578
C176608,2010,6.11,63059614,0.000903
C176609,2353,27.46,71886706,0.004624
C176610,300244,28.6,43882863,0.00294
C176612,2390,5.06,136069631,0.001613
C176619,2249,5.16,117803402,0.001424
C176620,2195,3.38,232715058,0.001843
C176621,300026,6.27,210290839,0.003089
C176623,21,20.43,109241131,0.005228
C176625,12,6.66,137292613,0.002142
C176626,300496,119.54,28589725,0.008006
C176628,2041,18.27,61600000,0.002636
C176629,2191,7.49,102962129,0.001807
C176631,300113,16.46,48600107,0.001874
C176633,300253,14.97,150340976,0.005272
C176636,2414,12.45,229962714,0.006707
C176638,300009,11.96,117128057,0.003282
C176640,869,32.08,26992254,0.002029
C176641,2128,13.07,85738207,0.002625
C176642,2155,15.69,84142763,0.003093
C176645,2028,43.12,53622925,0.005417
C176651,2773,18.69,25285259,0.001107
C176654,2326,20.28,61359641,0.002915
C176655,2643,18.05,65123465,0.002754
C176656,2250,13.81,64627238,0.002091
C176658,738,24.03,92062880,0.005183
C176659,2368,45.75,41418858,0.004439
C176664,600,5.15,75069145,0.000906
C176667,300085,12.5,49464837,0.001448
C176669,2302,8.47,51819644,0.001028
C176670,2568,42.16,68587436,0.006774
C176672,2099,7.2,113310068,0.001911
C176673,987,6.98,150513974,0.002461
C176674,2237,12.63,80361008,0.002378
C176678,2493,15.52,208955397,0.007597
C176681,550,13.54,36344980,0.001153
C176682,2690,31.67,55065188,0.004085
C176684,528,6.75,136851399,0.002164
C176685,2603,30.99,116949376,0.00849
C176686,2399,13.79,36948350,0.001194
C176689,2123,15.07,56153740,0.001982
C176690,300458,37.49,37734086,0.003314
C176691,300463,18.43,32154653,0.001388
C176692,681,16.78,38386564,0.001509
C176695,543,5.04,158680433,0.001874
C176696,2373,14.65,71139364,0.002441
C176698,767,3.08,192308889,0.001388
C176699,555,14.26,41639138,0.001391
C176703,519,22.11,59183757,0.003065
C176704,2727,33.17,38751734,0.003011
C176706,2831,26.96,45001972,0.002842
C176707,2461,9.43,112713753,0.00249
C176710,2563,6.05,70248401,0.000996
C176718,300369,17.25,51907987,0.002098
C176721,2463,25.11,132766114,0.00781
C176722,300558,68.02,10617790,0.001692
C176726,2653,27.6,42502189,0.002748
C176727,2698,16.51,69022125,0.00267
C176730,517,2.91,114143621,0.000778
C176737,2314,3.42,107160493,0.000859
C176739,2287,26.2,13390053,0.000822
C176740,2498,4.03,110699137,0.001045
C176741,2416,9.27,43653702,0.000948
C176823,601225,19.83,678650000,0.031526
C176824,603799,53.93,111135186,0.014041
C176825,601117,9.66,427662941,0.009678
C176826,600346,16.18,223314755,0.008464
C176827,600598,13.39,124437594,0.003903
C176828,601878,10.43,96954220,0.002369
C176829,600338,22.41,41139458,0.00216
C176831,603833,131.9,16751679,0.005176
C176835,603225,10.94,49098247,0.001258
C176842,600900,21.08,1591930146,0.078614
C176843,600048,15.11,837919858,0.02966
C176845,600383,9.01,316020850,0.00667
C176848,601155,17.34,158451030,0.006436
C176850,600061,7.2,321265135,0.005419
C176852,600362,19.79,145267318,0.006735
C176853,600153,12.7,210453322,0.006261
C176854,600663,10.45,123277984,0.003018
C176855,600176,15.22,280219571,0.009991
C176856,600376,4.81,180569567,0.002035
C176857,600583,6.64,309494836,0.004814
C176858,600895,17.37,108408269,0.004411
C176862,600256,9.14,459602860,0.009841
C176868,600871,2.22,374241838,0.001946
C176870,600426,35.12,148573600,0.012224
C176876,600236,5.58,236471334,0.003091
C176881,600007,17.38,50364127,0.002051
C176882,600639,12.34,54367536,0.001572
C176883,600562,16.92,86930049,0.003446
C176888,1979,14.87,503041382,0.017523
C176890,2044,7.43,273997775,0.004769
C176891,2146,1.87,282630650,0.001238
C176892,2202,11.02,241604667,0.006237
C176893,402,5.13,209225093,0.002514
C176896,671,1.7,289826807,0.001154
C176897,60,4.83,261627947,0.00296
C176898,46,1.03,259810033,0.000627
C176899,656,1.59,373780107,0.001392
C176900,425,6.96,827131627,0.013486
C176901,750,3.45,381116786,0.00308
C176902,2624,19.56,82448657,0.003778
C176904,703,8.48,229142533,0.004552
C176905,970,13.32,85100804,0.002655
C176907,2244,10.18,202243853,0.004823
C176909,712,14.21,62720000,0.002088
C176910,718,3.1,212424547,0.001543
C176911,598,5.09,209035302,0.002493
C176914,975,13.57,194370559,0.006179
C176915,31,3.93,261043758,0.002403
C176916,828,9.82,72766189,0.001674
C176918,902,11.19,91317050,0.002394
C176919,2036,12.94,74398069,0.002255
C176920,539,5.92,172894169,0.002398
C176922,2174,13.35,36634484,0.001146
C176924,2266,3.99,375885717,0.003513
C176927,810,21.56,48884183,0.002469
C176931,GULF,52.75,4242617511,0.106488
C176939,600325,12.18,148201278,0.004229
C176951,ADNOCDIST,4.24,2874737500,0.053492
C177063,VBBR3,14.1,1114903500,0.050089
C177129,NEOE3,14.68,226631940,0.010601
C177380,ENJSA,31.74,236213824,0.006275
C177388,3319,6.53,770177633,0.010326
C177436,MPARK,63.9,76290347,0.00408
C177605,2648,16.07,235859584,0.008879
C177606,300308,70.5,47725973,0.007882
C177607,2839,4.51,54241536,0.000573
C177608,2841,78.2,17344206,0.003177
C177609,300618,42.16,21673200,0.002141
C177610,601828,5.44,98939036,0.001261
C177611,2129,49.05,226221359,0.025994
C177612,401,8.88,186074898,0.003871
C177613,651,37.29,70533357,0.006162
C177615,1872,17.56,39709958,0.001634
C177616,553,9.02,60074075,0.001269
C177618,723,9.02,302850138,0.006399
C177772,IQ,6.71,435419924,0.047089
C177819,BANDHAN,208.15,789279434,0.032332
C177822,ADANIGR,856.35,397324759,0.06696
C177828,HNAL,2767.85,94798656,0.051638
C17798,EMAAR,8.2,365500000,0.012876
C178021,HAPV3,2.37,4003511201,0.030233
C178077,1833,19.86,379341984,0.015468
C178089,KVIKA,18.3,4326425998,0.009311
C178139,BRIS,1810,3130875199,0.006125
C178173,SOKM,28.48,250238286,0.005965
C178271,601108,7.73,325061094,0.005886
C178272,603260,82.38,42437916,0.00819
C178273,601019,7.71,66725000,0.001205
C178274,600025,6.86,449312500,0.007221
C178275,601838,13.63,93393246,0.002982
C178277,600588,26.19,240436802,0.014752
C178279,600801,15.81,95331590,0.003531
C178282,600392,14.54,122697860,0.004179
C178289,6098,12.84,2061953373,0.05436
C178536,1810,12.08,14648802468,0.363331
C178651,PDD,72.03,436980083,0.507303
C17876,MARK,2.766,6195660000,0.075881
C178771,MALLPLAZA,1034.1,297961442,0.006133
C178782,HDFCAMC,1741.45,78692997,0.026969
C178786,788,0.97,46662056000,0.092933
C178808,6160,134.4,612982562,0.169153
C178826,601727,4.58,640107172,0.006868
C178827,50,11.03,161557692,0.004175
C178862,MSIN,4070,1602876520,0.007051
C178900,QHOLDING,2.43,2056679666,0.021933
C178905,NIO,9.01,1199732596,0.174221
C178936,ATGL,863,277146007,0.04707
C178952,2352,58,342664166,0.046559
C178953,2372,24.43,107467627,0.00615
C178954,2430,40.3,43544098,0.004111
C178955,2600,6.2,494977980,0.007189
C178956,2625,17.08,150821150,0.006035
C178957,601360,18.6,500175424,0.021794
C178958,300347,101.82,52451949,0.012511
C178959,603866,15.57,33327482,0.001216
C17896,BOUBYAN,651,1135632815,0.038832
C178960,603515,19.3,20740794,0.000938
C178961,603658,62.96,14656806,0.002162
C178962,300601,33.76,78434096,0.006203
C178963,603233,37.47,23733231,0.002083
C178964,300676,73.92,10109133,0.001751
C178965,603659,51.45,97363257,0.011735
C178966,1965,8.8,154664200,0.003188
C178967,603056,17.93,25679713,0.001079
C178968,601066,26.8,356327390,0.022371
C178969,932,5.54,449952293,0.00584
C178970,600779,74.4,34185553,0.005958
C178971,600258,24.96,78496819,0.00459
C178973,830,13.37,133302331,0.004175
C178975,600673,8.62,210972808,0.00426
C179030,3690,133.8,4704459826,1.292407
C179054,6862,20.85,1504908931,0.064424
C179072,1787,16.8,672307253,0.023191
C179133,1772,45.05,367822240,0.034022
C179191,OSP,29.25,1369379328,0.019059
C179202,2185,10.82,224313925,0.005686
C179205,2192,75.02,18175864,0.003194
C179207,2212,12.72,83006920,0.002473
C179214,2240,33.24,63832711,0.004971
C179230,300699,53.57,32396875,0.004066
C179232,600460,41.36,99125029,0.009604
C179233,603338,56.29,27849133,0.003672
C179244,600167,6.05,97245078,0.001378
C179245,601799,119.52,18097791,0.005067
C179246,600486,94,21692923,0.004777
C179256,601636,10.12,136396962,0.003234
C179266,603198,65.16,20000000,0.003053
C179269,537,11.41,130376450,0.003485
C179273,300316,69.44,91547967,0.014892
C179275,300357,49.06,36650880,0.004212
C179276,603707,16.93,71611800,0.00284
C179301,2920,117.21,34704633,0.009529
C179305,300037,52.52,51971511,0.006394
C179312,2371,312.66,36904279,0.02703
C179345,933,17.08,157569063,0.006305
C179352,600763,127.96,22444800,0.006728
C179357,860,37.77,51923689,0.004594
C179359,600141,29.42,77820726,0.005363
C179372,600872,36.96,54976317,0.00476
C179374,799,125.23,22745029,0.006673
C179375,683,8.37,253523099,0.004971
C179381,739,21.72,82496644,0.004198
C179389,2156,24.5,105926565,0.00608
C17939,3481,14.6,8260600693,0.063669
C179442,300373,58.68,35868008,0.004931
C179483,300073,56.12,35455054,0.004661
C179486,2409,66.5,33314937,0.00519
C179490,300413,38.5,130950457,0.011811
C179496,603939,56.1,50313574,0.006612
C179499,300438,53.98,28953852,0.003661
C179509,300482,31.7,27809678,0.002065
C179515,2157,3.36,222670241,0.001753
C179540,2064,7.33,258894979,0.004446
C179542,300529,32.18,51112632,0.003853
C179543,2812,111.83,54741278,0.014341
C179547,2821,144.04,17016412,0.005742
C179561,2850,132.32,16304432,0.005054
C179562,2497,20.94,72035158,0.003534
C179565,300628,72.32,56401907,0.009556
C179568,2507,25.34,62134102,0.003688
C179572,2511,12.17,91872029,0.002619
C179576,2518,45.78,36723182,0.003938
C179593,1801,38.35,1382260385,0.10884
C179641,2531,14.05,126175634,0.004153
C179648,300212,45.67,46607002,0.004986
C179657,601058,10.23,214443934,0.005139
C179675,601100,66.68,83801312,0.01309
C17968,KAREL,16.49,119318412,0.001647
C179694,ARION,140,1431480000,0.023568
C179701,600655,8.04,272326808,0.005129
C179730,877,8.95,147278408,0.003088
C179731,831,36.17,68662229,0.005818
C179739,547,11.64,112257958,0.003061
C179742,600563,142.9,15750000,0.005272
C179782,780,16.96,1165277416,0.040578
C179856,601869,41.25,18947627,0.001831
C179905,TME,7.61,615343265,0.075473
C17991,1398,4.15,78756867376,0.671073
C179911,733,96.09,36269353,0.008164
C179918,1914,15.66,74224224,0.002723
C179956,QAMC,1.563,2734258800,0.018923
C179958,603986,138.6,46722697,0.01517
C179961,603259,83.82,179455130,0.035238
C179962,601138,18.37,874145502,0.037618
C179964,600160,17.21,188982226,0.007619
C180007,2359,82.85,335017716,0.056989
C180036,603486,82.04,40174531,0.007721
C180055,QFIN,18.95,111626558,0.034093
C180078,DALBHARA,1999.35,82341025,0.032399
C180090,1877,30.3,174668920,0.010867
C180201,601598,4.37,300905303,0.00308
C180363,MCG,117.12,291506499,0.030162
C180378,301,13.2,310715091,0.009608
C180383,2925,20.98,19712010,0.000969
C180391,2916,93.58,12966076,0.002842
C180393,2382,7.94,54431425,0.001012
C180395,603882,88.71,32605389,0.006776
C180397,2936,2.26,450013032,0.002383
C180407,2926,8.28,131250000,0.002546
C180410,300454,159.2,10313111,0.003846
C180415,300595,34.09,62638223,0.005002
C180418,300741,25.43,15397500,0.000917
C180420,300750,390.51,170842511,0.15629
C180426,603228,26.39,25049182,0.001549
C180641,EMBASSY,314.95,608982260,0.037746
C180699,1797,30.7,271870631,0.017137
C180700,6185,40.6,90363891,0.007533
C180790,POLYCAB,2919.25,47663524,0.027383
C180814,6806,1.47,1747528000,0.005274
C180823,VAMO3,12.35,314724970,0.012385
C180867,601319,5.18,746400799,0.009057
C180869,300760,309,84870898,0.061436
C180870,601298,6.25,113594000,0.001663
C180871,2948,3.28,246988648,0.001898
C180872,601865,33.29,42422331,0.003308
C180946,ALMRAKEZ,20.5,160740000,0.014157
C180965,2705,17.16,57870945,0.002326
C181116,667,4.5,410634480,0.003794
C181140,3692,14.22,960296678,0.028037
C181252,1951,5.6,1566264592,0.018009
C181456,TITC,14.54,38990418,0.009981
C181593,FLUOROCH,3132.4,39758760,0.024509
C181623,300748,28.82,17884856,0.001207
C181632,2901,36.66,10403976,0.000894
C181639,300726,48.31,27907721,0.003158
C181647,603501,103.52,57914051,0.014045
C181648,629,4.86,602211834,0.006856
C181652,600378,43.13,55496053,0.005607
C181660,300773,19.98,56001400,0.002621
C181662,603317,24.83,19086681,0.00111
C181669,300782,135,33359084,0.01055
C181671,2958,2.84,138890108,0.000924
C181672,300759,52.45,25770095,0.003166
C181680,300770,46.82,14445000,0.001584
C181682,600968,3.43,466276050,0.003747
C181685,600989,14.48,183340000,0.006219
C181709,2938,31.78,58036896,0.004321
C181711,2939,8.47,220040932,0.004366
C181712,601577,7.66,248833174,0.004465
C181714,601872,6.72,567548926,0.008935
C181715,600985,13.08,158285242,0.00485
C181717,603708,13.1,42588114,0.001307
C181720,600132,125.25,33877984,0.00994
C181721,603517,44.2,19245082,0.001993
C181723,603712,31.65,25000001,0.001854
C181725,601615,22.32,159045999,0.008316
C181728,603638,17.13,58909095,0.002364
C181730,300724,116.02,21767350,0.005916
C181739,300682,25.37,74256855,0.004413
C181809,CENCOSHO,1250.7,483707861,0.012041
C182006,6110,7.12,1779199703,0.02601
C182010,AWC,5.6,7144717346,0.019038
C182032,IRCTC,569.9,300800000,0.033736
C182203,3816,2.91,511810394,0.003489
C182205,300769,178,12162636,0.005072
C182212,603267,79.48,14527007,0.002705
C182215,2966,6.91,91668106,0.001484
C182218,300783,19.48,10250000,0.000468
C182222,688188,197.4,9354911,0.004326
C182223,688099,91.5,28778400,0.006169
C182226,603613,75.15,34905879,0.006145
C182237,688122,82.72,32483225,0.006295
C182243,688012,180.2,43137114,0.01821
C182244,688008,76.3,79297688,0.014174
C182245,688009,5.55,452608426,0.005885
C182248,688005,70.8,31362634,0.005202
C182251,688006,43.8,23943753,0.002457
C182252,688002,51.91,31221663,0.003797
C182267,603927,39.94,14840000,0.001388
C182268,603786,59.14,10025000,0.001389
C182273,688116,65.59,16256043,0.002498
C182324,6186,5.87,4019305742,0.048442
C182365,9988,97.75,14683118991,2.946921
C182405,ARAMCO,32.65,2798906681,0.392613
C182429,3759,35.8,201024750,0.014776
C182589,6049,47.15,138333402,0.013392
C182706,300661,166.49,24808144,0.009676
C182713,603596,65.14,28592060,0.004363
C182714,300751,296.56,12109222,0.008413
C182715,603185,105.27,25788049,0.00636
C182721,300223,112.98,27209001,0.007201
C182744,600848,12.74,124741438,0.003723
C182768,9922,18.1,627710800,0.023328
C182850,603737,113.75,23527343,0.006269
C182870,708,17.76,353300040,0.014699
C182875,600745,58.99,87243728,0.012056
C182882,CRC,45,2773125523,0.059378
C183098,SBICARD,750.65,288753817,0.042657
C183124,SULAIMAN,269,91770000,0.106059
C183251,9926,44.05,490191247,0.044335
C183274,KC,8.12,104990116,0.01374
C183303,601916,2.89,516891822,0.003499
C183304,603893,101.73,10627269,0.002533
C183306,603290,297.55,10662879,0.007433
C183310,601077,3.67,339250000,0.002917
C183354,601696,11.07,69500000,0.001802
C183364,601658,4.69,1473253825,0.016187
C183392,DADA,7.74,69337703,0.00865
C183478,9999,140.2,1832705336,0.527563
C183513,9618,159,2363664641,0.771643
C183578,6078,61,344910876,0.043199
C183608,STGT,10.1,964754848,0.004636
C183635,9989,5.42,186415500,0.002075
C183644,6969,10.04,1786257201,0.036822
C183671,9668,1.37,2984705500,0.008396
C183703,300677,27.37,46165058,0.00296
C183778,SOMA3,7.63,441414057,0.010731
C183782,3347,74.7,123124800,0.018884
C183791,2756,83.82,24881610,0.004886
C183800,2607,4.69,154863530,0.001701
C183801,785,4.45,164168175,0.001711
C183802,600529,26.27,46452988,0.002859
C183803,2791,83.96,16880850,0.00332
C183804,2459,56.45,164772248,0.02179
C183805,603127,55.61,28147486,0.003667
C183878,BEKE,18.88,639649086,0.194642
C184091,9633,44.6,1744784890,0.159776
C184114,9987,492.6,418954541,0.423735
C184303,909,4.68,562296996,0.005403
C184313,CZG,584,8013949,0.003524
C184318,9688,25.9,923848109,0.049129
C184336,2057,224.4,434126894,0.20002
C184402,GMAT3,5.37,398435521,0.006817
C184451,MNSO,16.71,86758295,0.023366
C184499,BINDAWOO,68,29260800,0.008548
C184573,SCGP,45.25,1197037540,0.025773
C184610,MRDIY,1.59,2145670155,0.0125
C184614,LU,1.97,686014384,0.021782
C184627,CNVRG,12.76,2469087580,0.009332
C184643,1516,3.23,687978133,0.004563
C184681,873,1.91,797455026,0.003127
C184707,9698,17.34,935412694,0.033303
C184749,9901,29.55,1352411376,0.082054
C184752,9995,44.05,145190590,0.013132
C184763,601456,11.35,146805525,0.003903
C184801,9666,11.74,228600854,0.00551
C184824,YSG,1.44,245975334,0.005709
C184895,6690,24,2312515371,0.113954
C184932,RDOR3,21.89,772029795,0.053848
C184956,6618,57.5,1036378463,0.122354
C184959,6770,32.6,2852999161,0.0491
C184964,1209,40.8,579680600,0.04856
C185001,9992,19.84,703052349,0.028639
C185011,3714,52.4,704144049,0.019479
C18502,KIO,446.88,54110444,0.021362
C185041,6993,5.01,858233716,0.008828
C185052,KONTR,136.6,83639998,0.009562
C185123,GHITHA,36.2,39839840,0.006329
C185275,RLX,2.88,721784465,0.033504
C185318,300763,127.58,27768191,0.008299
C185322,2532,7.22,128842497,0.002179
C185323,603606,46.95,48140076,0.005295
C185325,300568,18.76,89657320,0.00394
C185326,300390,50.62,44828201,0.005316
C185352,600918,6.84,174215644,0.002792
C185353,603392,119.2,22777146,0.00636
C185355,603345,156.19,20531646,0.007512
C185356,603456,34.32,58470472,0.004701
C185369,600556,8.77,93794778,0.001927
C185379,INTB3,22.43,72074444,0.005151
C185382,IRFC,27.45,1782069000,0.009627
C185442,CMIN3,4.56,523872899,0.007612
C185451,688185,116.79,5662186,0.001549
C185452,688180,52.19,53647592,0.006559
C185496,1024,56.15,1959905280,0.225953
C185540,OR,21,2778392981,0.027762
C18561,INFOE,3743.55,76411835,0.056294
C185635,ASAI3,13.63,1183738797,0.051409
C185668,6127,31.8,81977588,0.005352
C185848,TUYA,1.71,234279806,0.006457
C185915,9888,142.9,2241555287,0.657681
C185976,9626,168.7,235613512,0.081611
C186100,QUAGR,72.3,57960000,0.003507
C186186,GGPS3,12.05,418684631,0.016075
C186193,9961,293.4,531239196,0.320025
C186214,LODHA,914.55,111983742,0.020155
C186272,6781,702,24028027,0.008905
C186280,GWIND,16.05,160437437,0.002155
C186322,CXSE3,9.06,450000000,0.012991
C186374,AYDEM,15.29,110439864,0.001413
C186400,RECV3,20.63,197623654,0.01299
C186431,601995,41.15,65069642,0.006273
C186433,300999,43.05,135661774,0.013682
C18652,FREN,59,94665695452,0.006037
C186558,2618,13.26,1667386345,0.045396
C186574,MONDE,9.22,7213374498,0.019699
C186691,BZ,18.7,134565471,0.040557
C18671,OMAB,198,275140751,0.048135
C186724,6699,117,44919525,0.010791
C186795,YMM,7.18,629485341,0.072845
C186815,SONACOMS,423.3,348599143,0.02904
C186834,2945,15.28,67500000,0.002416
C186837,300850,46.06,20606800,0.002224
C186839,688036,129.47,56118367,0.017021
C186840,688111,470.34,32270000,0.035556
C186846,600095,9.52,109880262,0.002451
C186851,300866,69.85,8895408,0.001456
C186852,300869,24.72,9634552,0.000558
C186853,300888,65.56,10970039,0.001685
C186854,300896,559.77,11702877,0.015346
C186870,300832,59.69,19649789,0.002748
C187068,ALPHADHA,20.3,1337000000,0.119111
C187074,9868,40.35,1049340412,0.086935
C187118,SMFT3,13.52,115000000,0.004954
C187184,ZOMATO,52.15,5574191809,0.057208
C187340,155,15.67,103314877,0.003793
C187344,688208,31.99,11361508,0.000851
C187347,600295,15.4,98778813,0.003564
C187349,2738,67.25,32313255,0.005091
C187350,300604,56.17,42303011,0.005566
C187351,300672,112.51,15212135,0.004009
C187389,2015,92.95,1048816892,0.200162
C187577,ISB,117,1126200000,0.015496
C187776,PENTA,17.12,197848872,0.002835
C187836,CANTE,43.96,74349000,0.002735
C187850,ZRGYO,4.44,889029829,0.003304
C187909,OYYAT,36.88,91048327,0.00281
C187910,BASGZ,13.81,141575774,0.001636
C187982,GENIL,48.42,80334702,0.003256
C188022,ONE,0.859,1499049077,0.004591
C188139,ADNOCDRILL,3.76,1600000000,0.026402
C188164,SOLUTION,277.8,25200000,0.030076
C188320,ACWA,147,133145542,0.084089
C18837,1898,5.89,2094398130,0.025328
C18847,1888,8.35,1043952000,0.017898
C18851,1818,12.82,1036317923,0.027278
C18863,552,3.93,2391420240,0.019297
C189226,ASM,7.65,191100000,0.006416
C189322,FERTIGLOBE,4.07,1146412144,0.020477
C189427,688385,75.11,19934782,0.003508
C189441,NYKAA,131.25,1353233900,0.034954
C189474,POLICYBZ,593.5,356309441,0.041617
C189504,KZBGY,23,90000000,0.001733
C189507,PAYTM,645.8,147496193,0.018746
C189539,MTEL,700,23244511386,0.017586
C189580,TADAWUL,156.6,48000000,0.032294
C189608,EKHOA,41.41,289761558,0.006259
C18963,HMN,355.05,208499184,0.014569
C189675,AVIA,620,17726577900,0.011878
C189758,STARHEAL,568.3,227165712,0.025406
C18995,ICEAIR,1.93,20148921114,0.004573
C19027,MPI,3.7,11004912328,0.01206
C190365,MULTIPLY,3.17,3375680000,0.046962
C190522,20,3.33,15394507370,0.105255
C190523,688599,50.61,151731119,0.017989
C190532,688363,114.39,23388250,0.006267
C190536,600905,5.48,1740401647,0.022343
C190537,601868,2.47,2270010935,0.013135
C190538,300957,126.8,13246956,0.003935
C190539,688390,278.79,7013601,0.004581
C190541,300979,50.91,19245920,0.002295
C190546,603026,79.82,13174200,0.002463
C190548,605117,248.55,14933450,0.008695
C190549,688396,64.08,67595042,0.010147
C190556,3022,28.21,47892000,0.003165
C190557,3035,7.53,189393939,0.003341
C190559,300919,66.63,46944350,0.007328
C190561,688289,24.15,12296042,0.000696
C190568,605358,59.07,47379385,0.006556
C190570,605499,184.6,10002500,0.004326
C190703,GESAN,74.35,117562000,0.007316
C190725,688187,52.04,39622137,0.00483
C190816,AWLTD,409.2,156729745,0.012621
C190828,ADPORTS,6.25,876518360,0.024042
C190848,MANYAVAR,1139.6,36635673,0.008216
C190882,7203,431.2,25608000,0.04744
C191084,6655,8.52,314092800,0.005495
C191094,4164,178.8,39000000,0.029959
C19111,TAEE11,35.05,218568247,0.02441
C191293,DEWA,2.45,5138629032,0.055251
C191295,GOTO,101,7.12451E+11,0.077771
C191337,YZJFH,0.375,2382791764,0.010827
C191507,ERCB,97.45,16462010,0.001343
C191534,BOROUGE,2.65,1851553802,0.021533
C19156,1882,20.55,574560000,0.024243
C191693,BHARTIPP,379.3,148151457,0.011059
C191729,617,7.41,298270512,0.005178
C191730,300861,45.74,33600840,0.0036
C191731,301029,54.98,32692819,0.004211
C191782,688777,106.85,34777610,0.008705
C191783,601156,15.47,111128889,0.004027
C191823,TLI,12.7,2493305400,0.015067
C191842,601825,5.81,241111111,0.003282
C191843,600096,20.66,128512527,0.00622
C191844,408,23.92,85333121,0.004782
C191845,688063,234.64,10479238,0.00576
C191846,688536,282.2,6755576,0.004466
C191847,300363,38.7,38091572,0.003453
C191848,688301,361.61,3900292,0.003304
C191849,600906,8.15,125000000,0.002387
C191850,688516,175.1,8264527,0.00339
C191853,688696,202.26,3616319,0.001713
C19191,TPW,521.35,216114105,0.022173
C192020,9696,52.25,104336000,0.011193
C192036,INVES,213,37500000,0.006685
C192038,KMPUR,90.1,31736705,0.002393
C192045,EUREN,11.38,188131291,0.001792
C192048,1880,187.5,69489800,0.026752
C192051,YYLGD,29.6,71000000,0.001759
C192057,KCAER,16.29,137485008,0.001874
C192152,MAGEN,36.58,98900000,0.003028
C192175,SMRTG,75.55,76416000,0.004832
C192179,KLRHO,27.88,97500002,0.002275
C19232,3898,34.95,531129400,0.038114
C192483,LASITEB1,7.23,1767400000,0.011291
C192496,SALIK,2.88,1867500000,0.023604
C192963,AMR,3.93,2861508164,0.049353
C193128,601928,10.5,164718653,0.004052
C193129,603688,130.61,22579820,0.006909
C193136,688690,51,28010216,0.003346
C193137,688303,48.37,55108096,0.006244
C193138,688779,14.88,86889728,0.003029
C193139,688707,39.4,19378398,0.001789
C193140,600732,32.47,79409572,0.00604
C193142,600873,9.41,212972581,0.004695
C20340,ARI,228.21,105840990,0.021339
C20341,AVI,71.31,328609946,0.020702
C20342,SBK,170.24,1327394020,0.199636
C20351,SAP,46.65,567537149,0.02339
